InstanceType,Region,AZ,SpotPrice,T3,SPS,IF,exptime
r6i.large,ap-northeast-1,ap-northeast-1c,0.0534,45.0,3,1.5,250520-2316
c6i.large,ap-northeast-1,ap-northeast-1c,0.0347,40.0,3,1.0,250520-2316
c5d.large,ap-northeast-1,ap-northeast-1d,0.0578,35.0,3,2.5,250520-2316
r5b.large,ap-northeast-1,ap-northeast-1a,0.0591,30.0,3,3.0,250520-2316
m6gd.large,ap-northeast-1,ap-northeast-1a,0.0387,25.0,3,3.0,250520-2316
c7i.xlarge,ap-northeast-1,ap-northeast-1c,0.0877,20.0,3,1.0,250520-2316
m5zn.large,ap-northeast-1,ap-northeast-1c,0.0694,15.0,3,3.0,250520-2316
is4gen.large,ap-northeast-1,ap-northeast-1c,0.0977,10.0,3,3.0,250520-2316
i7ie.3xlarge,ap-northeast-1,ap-northeast-1a,0.6368,5.0,3,2.0,250520-2316
x2iezn.2xlarge,ap-northeast-1,ap-northeast-1c,0.7296,1.0,3,1.0,250520-2316
m7g.xlarge,ap-northeast-1,ap-northeast-1c,0.0742,50.0,3,2.0,250521-0027
r7i.large,ap-northeast-1,ap-northeast-1c,0.0594,45.0,3,3.0,250521-0027
r7gd.large,ap-northeast-1,ap-northeast-1c,0.0533,40.0,3,3.0,250521-0027
c3.large,ap-northeast-1,ap-northeast-1c,0.0425,35.0,3,2.5,250521-0027
c5d.large,ap-northeast-1,ap-northeast-1d,0.0578,30.0,3,2.5,250521-0027
r5a.xlarge,ap-northeast-1,ap-northeast-1c,0.112,25.0,3,3.0,250521-0027
is4gen.large,ap-northeast-1,ap-northeast-1d,0.1037,20.0,3,3.0,250521-0027
g6e.xlarge,ap-northeast-1,ap-northeast-1a,0.943,15.0,3,3.0,250521-0027
c8g.xlarge,ap-northeast-1,ap-northeast-1d,0.0824,10.0,3,3.0,250521-0027
g6.2xlarge,ap-northeast-1,ap-northeast-1a,0.5507,5.0,3,1.5,250521-0027
r6idn.large,ap-northeast-1,ap-northeast-1d,0.0795,1.0,3,3.0,250521-0027
i3en.6xlarge,ap-northeast-1,ap-northeast-1d,0.873,50.0,3,3.0,250521-0137
r7gd.medium,ap-northeast-1,ap-northeast-1c,0.0262,45.0,3,2.5,250521-0137
r7g.large,ap-northeast-1,ap-northeast-1d,0.0526,40.0,3,2.5,250521-0137
c3.large,ap-northeast-1,ap-northeast-1a,0.0456,35.0,3,2.5,250521-0137
m5d.xlarge,ap-northeast-1,ap-northeast-1a,0.1076,30.0,3,2.5,250521-0137
r5a.xlarge,ap-northeast-1,ap-northeast-1c,0.112,25.0,3,3.0,250521-0137
r6g.2xlarge,ap-northeast-1,ap-northeast-1d,0.1644,20.0,3,3.0,250521-0137
m7g.medium,ap-northeast-1,ap-northeast-1d,0.0169,15.0,3,1.5,250521-0137
m4.xlarge,ap-northeast-1,ap-northeast-1d,0.095,10.0,3,2.5,250521-0137
c6gd.large,ap-northeast-1,ap-northeast-1a,0.0322,5.0,3,1.5,250521-0137
r6idn.xlarge,ap-northeast-1,ap-northeast-1d,0.1575,1.0,3,3.0,250521-0137
m7gd.large,ap-northeast-1,ap-northeast-1a,0.042,50.0,3,3.0,250521-0248
m5zn.large,ap-northeast-1,ap-northeast-1a,0.0731,45.0,3,3.0,250521-0248
m5a.large,ap-northeast-1,ap-northeast-1d,0.0417,40.0,3,3.0,250521-0248
m5d.xlarge,ap-northeast-1,ap-northeast-1d,0.0925,35.0,3,2.5,250521-0248
r7iz.large,ap-northeast-1,ap-northeast-1c,0.0673,30.0,3,3.0,250521-0248
c7i-flex.2xlarge,ap-northeast-1,ap-northeast-1a,0.1934,25.0,3,2.5,250521-0248
m7i-flex.xlarge,ap-northeast-1,ap-northeast-1a,0.0856,20.0,3,2.5,250521-0248
c7a.large,ap-northeast-1,ap-northeast-1a,0.0518,15.0,3,2.5,250521-0248
c6gn.medium,ap-northeast-1,ap-northeast-1c,0.0161,10.0,3,2.5,250521-0248
g6e.2xlarge,ap-northeast-1,ap-northeast-1a,1.136,5.0,3,3.0,250521-0248
g6.2xlarge,ap-northeast-1,ap-northeast-1c,0.574,1.0,3,1.5,250521-0248
c7i.large,ap-northeast-1,ap-northeast-1d,0.0387,50.0,3,1.0,250521-0358
r6a.xlarge,ap-northeast-1,ap-northeast-1d,0.1107,45.0,3,1.0,250521-0358
i3en.2xlarge,ap-northeast-1,ap-northeast-1a,0.3368,40.0,3,3.0,250521-0358
r7a.medium,ap-northeast-1,ap-northeast-1d,0.0313,35.0,3,3.0,250521-0358
m3.xlarge,ap-northeast-1,ap-northeast-1c,0.1204,30.0,3,3.0,250521-0358
c7i-flex.large,ap-northeast-1,ap-northeast-1c,0.0335,25.0,3,2.0,250521-0358
r6gd.2xlarge,ap-northeast-1,ap-northeast-1d,0.1766,20.0,3,2.0,250521-0358
m6i.2xlarge,ap-northeast-1,ap-northeast-1a,0.1795,15.0,3,1.0,250521-0358
c7i.xlarge,ap-northeast-1,ap-northeast-1c,0.0868,10.0,3,1.0,250521-0358
c7i.2xlarge,ap-northeast-1,ap-northeast-1c,0.183,5.0,3,1.0,250521-0358
c6id.xlarge,ap-northeast-1,ap-northeast-1a,0.0872,1.0,3,1.0,250521-0358
t3.2xlarge,ap-northeast-1,ap-northeast-1a,0.1359,50.0,3,3.0,250521-0508
m7g.xlarge,ap-northeast-1,ap-northeast-1a,0.0838,45.0,3,2.0,250521-0508
m5a.large,ap-northeast-1,ap-northeast-1d,0.0417,40.0,3,3.0,250521-0508
r6g.2xlarge,ap-northeast-1,ap-northeast-1a,0.1798,35.0,3,3.0,250521-0508
r7a.medium,ap-northeast-1,ap-northeast-1c,0.0302,30.0,3,3.0,250521-0508
c7a.medium,ap-northeast-1,ap-northeast-1d,0.0212,25.0,3,3.0,250521-0508
r5ad.large,ap-northeast-1,ap-northeast-1a,0.0521,20.0,3,3.0,250521-0508
r5n.xlarge,ap-northeast-1,ap-northeast-1c,0.1632,15.0,3,3.0,250521-0508
r6i.2xlarge,ap-northeast-1,ap-northeast-1c,0.2147,10.0,3,2.5,250521-0508
r6gd.large,ap-northeast-1,ap-northeast-1a,0.0432,5.0,3,3.0,250521-0508
m6gd.xlarge,ap-northeast-1,ap-northeast-1d,0.0902,1.0,3,1.0,250521-0508
d2.2xlarge,ap-northeast-1,ap-northeast-1a,0.5373,50.0,3,1.0,250521-0619
r6g.2xlarge,ap-northeast-1,ap-northeast-1c,0.1787,45.0,3,3.0,250521-0619
d2.2xlarge,ap-northeast-1,ap-northeast-1d,0.5159,40.0,3,1.0,250521-0619
m5dn.large,ap-northeast-1,ap-northeast-1c,0.0596,35.0,3,3.0,250521-0619
c6a.large,ap-northeast-1,ap-northeast-1a,0.0328,30.0,3,2.5,250521-0619
c5a.xlarge,ap-northeast-1,ap-northeast-1a,0.0987,25.0,3,3.0,250521-0619
i3en.6xlarge,ap-northeast-1,ap-northeast-1c,0.9166,20.0,3,3.0,250521-0619
im4gn.xlarge,ap-northeast-1,ap-northeast-1c,0.1333,15.0,3,3.0,250521-0619
r6gd.2xlarge,ap-northeast-1,ap-northeast-1a,0.1955,10.0,3,2.0,250521-0619
t4g.2xlarge,ap-northeast-1,ap-northeast-1d,0.1161,5.0,3,2.0,250521-0619
r5d.xlarge,ap-northeast-1,ap-northeast-1c,0.1304,1.0,3,1.0,250521-0619
t4g.small,ap-northeast-1,ap-northeast-1c,0.0073,50.0,3,2.5,250521-0729
m5zn.large,ap-northeast-1,ap-northeast-1a,0.0734,45.0,3,3.0,250521-0729
m6i.xlarge,ap-northeast-1,ap-northeast-1c,0.0836,40.0,3,1.0,250521-0729
g4dn.xlarge,ap-northeast-1,ap-northeast-1c,0.232,35.0,3,2.5,250521-0729
c6g.medium,ap-northeast-1,ap-northeast-1d,0.0147,30.0,3,3.0,250521-0729
i3en.3xlarge,ap-northeast-1,ap-northeast-1a,0.4664,25.0,3,3.0,250521-0729
r5n.2xlarge,ap-northeast-1,ap-northeast-1d,0.2636,20.0,3,3.0,250521-0729
r5b.large,ap-northeast-1,ap-northeast-1d,0.0614,15.0,3,3.0,250521-0729
m7gd.2xlarge,ap-northeast-1,ap-northeast-1a,0.285,10.0,3,3.0,250521-0729
m7i.2xlarge,ap-northeast-1,ap-northeast-1c,0.1606,5.0,3,1.0,250521-0729
r5d.large,ap-northeast-1,ap-northeast-1d,0.0641,1.0,3,1.0,250521-0729
r5.2xlarge,ap-northeast-1,ap-northeast-1a,0.1953,50.0,3,2.5,250521-0839
r6g.xlarge,ap-northeast-1,ap-northeast-1d,0.0881,45.0,3,2.0,250521-0839
m7gd.xlarge,ap-northeast-1,ap-northeast-1c,0.0958,40.0,3,2.5,250521-0839
r5n.2xlarge,ap-northeast-1,ap-northeast-1c,0.2584,35.0,3,3.0,250521-0839
c6i.large,ap-northeast-1,ap-northeast-1a,0.0341,30.0,3,1.0,250521-0839
c5d.large,ap-northeast-1,ap-northeast-1d,0.0578,25.0,3,2.5,250521-0839
r8g.medium,ap-northeast-1,ap-northeast-1d,0.021,20.0,3,2.5,250521-0839
r3.large,ap-northeast-1,ap-northeast-1a,0.0616,15.0,3,3.0,250521-0839
c5n.xlarge,ap-northeast-1,ap-northeast-1d,0.1005,10.0,3,3.0,250521-0839
c7g.2xlarge,ap-northeast-1,ap-northeast-1d,0.1473,5.0,3,1.5,250521-0839
m5.large,ap-northeast-1,ap-northeast-1d,0.0408,1.0,3,1.0,250521-0839
t3a.2xlarge,ap-northeast-1,ap-northeast-1d,0.1221,50.0,3,3.0,250521-0950
c7i.large,ap-northeast-1,ap-northeast-1c,0.0365,45.0,3,1.0,250521-0950
r6g.2xlarge,ap-northeast-1,ap-northeast-1d,0.1646,40.0,3,3.0,250521-0950
m7i.xlarge,ap-northeast-1,ap-northeast-1a,0.0881,35.0,3,1.0,250521-0950
c3.large,ap-northeast-1,ap-northeast-1c,0.0427,30.0,3,2.5,250521-0950
c7i-flex.large,ap-northeast-1,ap-northeast-1d,0.0373,25.0,3,2.0,250521-0950
m5dn.large,ap-northeast-1,ap-northeast-1a,0.0618,20.0,3,3.0,250521-0950
r7i.2xlarge,ap-northeast-1,ap-northeast-1c,0.249,15.0,3,2.0,250521-0950
m7gd.2xlarge,ap-northeast-1,ap-northeast-1a,0.285,10.0,3,3.0,250521-0950
x1e.xlarge,ap-northeast-1,ap-northeast-1c,0.3533,5.0,3,1.0,250521-0950
z1d.6xlarge,ap-northeast-1,ap-northeast-1d,0.837,1.0,3,1.0,250521-0950
r6g.large,ap-northeast-1,ap-northeast-1c,0.0441,50.0,3,3.0,250521-1100
c5d.xlarge,ap-northeast-1,ap-northeast-1c,0.0862,45.0,3,1.0,250521-1100
c7a.medium,ap-northeast-1,ap-northeast-1c,0.0227,40.0,3,3.0,250521-1100
r6g.xlarge,ap-northeast-1,ap-northeast-1a,0.0854,35.0,3,2.0,250521-1100
r6i.xlarge,ap-northeast-1,ap-northeast-1a,0.1078,30.0,3,1.0,250521-1100
c6a.xlarge,ap-northeast-1,ap-northeast-1c,0.0822,25.0,3,1.0,250521-1100
m7a.xlarge,ap-northeast-1,ap-northeast-1d,0.1205,20.0,3,3.0,250521-1100
m5n.2xlarge,ap-northeast-1,ap-northeast-1d,0.2575,15.0,3,3.0,250521-1100
im4gn.xlarge,ap-northeast-1,ap-northeast-1a,0.1231,10.0,3,3.0,250521-1100
c7a.2xlarge,ap-northeast-1,ap-northeast-1c,0.2481,5.0,3,1.5,250521-1100
d3.xlarge,ap-northeast-1,ap-northeast-1c,0.2428,1.0,3,2.0,250521-1100
m7i.large,ap-northeast-1,ap-northeast-1d,0.0507,50.0,3,1.5,250521-1211
m5zn.large,ap-northeast-1,ap-northeast-1a,0.0738,45.0,3,3.0,250521-1211
c7i.large,ap-northeast-1,ap-northeast-1d,0.0386,40.0,3,1.0,250521-1211
r7g.2xlarge,ap-northeast-1,ap-northeast-1a,0.1872,35.0,3,2.5,250521-1211
c6g.medium,ap-northeast-1,ap-northeast-1d,0.0147,30.0,3,3.0,250521-1211
r7i.xlarge,ap-northeast-1,ap-northeast-1d,0.1226,25.0,3,2.0,250521-1211
r5b.large,ap-northeast-1,ap-northeast-1c,0.064,20.0,3,3.0,250521-1211
r6gd.2xlarge,ap-northeast-1,ap-northeast-1a,0.1959,15.0,3,2.0,250521-1211
m5a.2xlarge,ap-northeast-1,ap-northeast-1c,0.2184,10.0,3,3.0,250521-1211
r7iz.xlarge,ap-northeast-1,ap-northeast-1c,0.1475,5.0,3,3.0,250521-1211
m6gd.medium,ap-northeast-1,ap-northeast-1a,0.0204,1.0,3,2.5,250521-1211
m5d.large,ap-northeast-1,ap-northeast-1c,0.0486,50.0,3,3.0,250521-1321
r7gd.medium,ap-northeast-1,ap-northeast-1d,0.0249,45.0,3,2.5,250521-1321
d2.2xlarge,ap-northeast-1,ap-northeast-1d,0.5163,40.0,3,1.0,250521-1321
r5n.large,ap-northeast-1,ap-northeast-1c,0.064,35.0,3,3.0,250521-1321
m7i.xlarge,ap-northeast-1,ap-northeast-1c,0.0926,30.0,3,1.0,250521-1321
m7i-flex.xlarge,ap-northeast-1,ap-northeast-1a,0.0858,25.0,3,2.5,250521-1321
c7g.xlarge,ap-northeast-1,ap-northeast-1a,0.0825,20.0,3,1.0,250521-1321
m6id.xlarge,ap-northeast-1,ap-northeast-1a,0.1051,15.0,3,1.0,250521-1321
r5n.xlarge,ap-northeast-1,ap-northeast-1c,0.1636,10.0,3,3.0,250521-1321
c6gd.large,ap-northeast-1,ap-northeast-1a,0.0324,5.0,3,1.5,250521-1321
c5n.9xlarge,ap-northeast-1,ap-northeast-1a,1.0755,1.0,3,2.5,250521-1321
m6i.xlarge,ap-northeast-1,ap-northeast-1c,0.084,50.0,3,1.0,250521-1431
c6i.xlarge,ap-northeast-1,ap-northeast-1c,0.0805,45.0,3,1.0,250521-1431
m7gd.xlarge,ap-northeast-1,ap-northeast-1c,0.0958,40.0,3,2.5,250521-1431
t4g.2xlarge,ap-northeast-1,ap-northeast-1c,0.1097,35.0,3,2.0,250521-1431
m6a.xlarge,ap-northeast-1,ap-northeast-1d,0.0838,30.0,3,1.0,250521-1431
c5a.large,ap-northeast-1,ap-northeast-1a,0.0357,25.0,3,1.5,250521-1431
r6gd.2xlarge,ap-northeast-1,ap-northeast-1d,0.1745,20.0,3,2.0,250521-1431
im4gn.xlarge,ap-northeast-1,ap-northeast-1c,0.1331,15.0,3,3.0,250521-1431
c7g.medium,ap-northeast-1,ap-northeast-1d,0.0149,10.0,3,3.0,250521-1431
m5a.2xlarge,ap-northeast-1,ap-northeast-1d,0.1976,5.0,3,3.0,250521-1431
r5d.2xlarge,ap-northeast-1,ap-northeast-1d,0.2193,1.0,3,1.0,250521-1431
t3a.medium,eu-west-1,eu-west-1c,0.0178,50.0,3,1.5,250520-1133
r7g.medium,eu-west-1,eu-west-1a,0.0268,45.0,3,2.5,250520-1133
im4gn.2xlarge,eu-west-1,eu-west-1b,0.3595,40.0,3,3.0,250520-1133
r5n.2xlarge,eu-west-1,eu-west-1a,0.3422,35.0,3,3.0,250520-1133
i7ie.large,eu-west-1,eu-west-1c,0.1254,30.0,3,3.0,250520-1133
r7a.medium,eu-west-1,eu-west-1b,0.0381,25.0,3,3.0,250520-1133
c3.2xlarge,eu-west-1,eu-west-1a,0.2287,20.0,3,3.0,250520-1133
c7i-flex.2xlarge,eu-west-1,eu-west-1b,0.184,15.0,3,3.0,250520-1133
m1.small,eu-west-1,eu-west-1a,0.0198,10.0,3,1.0,250520-1133
g4ad.2xlarge,eu-west-1,eu-west-1c,0.2716,5.0,3,3.0,250520-1133
m7g.xlarge,eu-west-1,eu-west-1a,0.0837,1.0,3,2.5,250520-1133
r5dn.large,eu-west-1,eu-west-1a,0.083,50.0,3,3.0,250520-1243
c6g.large,eu-west-1,eu-west-1c,0.0366,45.0,3,3.0,250520-1243
im4gn.2xlarge,eu-west-1,eu-west-1b,0.3595,40.0,3,3.0,250520-1243
c6a.xlarge,eu-west-1,eu-west-1c,0.0688,35.0,3,1.0,250520-1243
m6gd.large,eu-west-1,eu-west-1c,0.0495,30.0,3,3.0,250520-1243
m3.2xlarge,eu-west-1,eu-west-1c,0.2644,25.0,3,3.0,250520-1243
is4gen.large,eu-west-1,eu-west-1c,0.1404,20.0,3,2.5,250520-1243
x2iedn.xlarge,eu-west-1,eu-west-1b,0.4616,15.0,3,2.5,250520-1243
c7a.xlarge,eu-west-1,eu-west-1a,0.1007,10.0,3,1.0,250520-1243
r7gd.xlarge,eu-west-1,eu-west-1a,0.137,5.0,3,1.5,250520-1243
d3en.6xlarge,eu-west-1,eu-west-1a,1.7093,1.0,3,2.5,250520-1243
t3.medium,eu-west-1,eu-west-1a,0.0209,50.0,3,3.0,250520-1353
r7g.medium,eu-west-1,eu-west-1a,0.0269,45.0,3,2.5,250520-1353
c6g.large,eu-west-1,eu-west-1a,0.0362,40.0,3,3.0,250520-1353
m6a.xlarge,eu-west-1,eu-west-1b,0.0902,35.0,3,2.0,250520-1353
c5a.large,eu-west-1,eu-west-1c,0.0395,30.0,3,3.0,250520-1353
c5n.2xlarge,eu-west-1,eu-west-1b,0.2122,25.0,3,3.0,250520-1353
r6i.large,eu-west-1,eu-west-1a,0.0616,20.0,3,2.5,250520-1353
m5n.large,eu-west-1,eu-west-1a,0.0621,15.0,3,3.0,250520-1353
g4ad.2xlarge,eu-west-1,eu-west-1b,0.2812,10.0,3,3.0,250520-1353
c6in.large,eu-west-1,eu-west-1a,0.0566,5.0,3,2.5,250520-1353
z1d.3xlarge,eu-west-1,eu-west-1a,0.5698,1.0,3,1.0,250520-1353
t3.medium,eu-west-1,eu-west-1b,0.02,50.0,3,3.0,250520-1504
m5ad.large,eu-west-1,eu-west-1c,0.0518,45.0,3,3.0,250520-1504
c7a.large,eu-west-1,eu-west-1b,0.046,40.0,3,2.5,250520-1504
c4.large,eu-west-1,eu-west-1c,0.0472,35.0,3,3.0,250520-1504
r6a.2xlarge,eu-west-1,eu-west-1c,0.2423,30.0,3,1.0,250520-1504
c5d.9xlarge,eu-west-1,eu-west-1c,0.9439,25.0,3,3.0,250520-1504
m7gd.large,eu-west-1,eu-west-1a,0.0546,20.0,3,2.5,250520-1504
r6id.2xlarge,eu-west-1,eu-west-1c,0.3089,15.0,3,1.0,250520-1504
c4.xlarge,eu-west-1,eu-west-1b,0.1082,10.0,3,3.0,250520-1504
m6id.2xlarge,eu-west-1,eu-west-1a,0.2308,5.0,3,1.0,250520-1504
x2iedn.xlarge,eu-west-1,eu-west-1c,0.4643,1.0,3,2.5,250520-1504
m7i.xlarge,eu-west-1,eu-west-1c,0.1006,50.0,3,2.5,250520-1614
c3.xlarge,eu-west-1,eu-west-1a,0.1038,45.0,3,3.0,250520-1614
r5a.xlarge,eu-west-1,eu-west-1a,0.1204,40.0,3,1.5,250520-1614
r5a.large,eu-west-1,eu-west-1a,0.0642,35.0,3,3.0,250520-1614
r7gd.2xlarge,eu-west-1,eu-west-1b,0.2771,30.0,3,2.5,250520-1614
c3.xlarge,eu-west-1,eu-west-1b,0.107,25.0,3,3.0,250520-1614
r3.2xlarge,eu-west-1,eu-west-1b,0.3125,20.0,3,2.5,250520-1614
m7gd.2xlarge,eu-west-1,eu-west-1b,0.2189,15.0,3,1.5,250520-1614
r3.2xlarge,eu-west-1,eu-west-1c,0.3269,10.0,3,2.5,250520-1614
c6i.2xlarge,eu-west-1,eu-west-1a,0.1545,5.0,3,1.0,250520-1614
c7g.medium,eu-west-1,eu-west-1b,0.033,1.0,3,1.0,250520-1614
t2.medium,eu-west-1,eu-west-1a,0.0229,50.0,3,3.0,250520-1724
m6a.xlarge,eu-west-1,eu-west-1b,0.0893,45.0,3,2.0,250520-1724
r5n.2xlarge,eu-west-1,eu-west-1a,0.3423,40.0,3,3.0,250520-1724
c8g.medium,eu-west-1,eu-west-1a,0.0201,35.0,3,3.0,250520-1724
m7i-flex.xlarge,eu-west-1,eu-west-1c,0.0905,30.0,3,2.0,250520-1724
r7gd.large,eu-west-1,eu-west-1c,0.0712,25.0,3,2.5,250520-1724
c5n.xlarge,eu-west-1,eu-west-1a,0.1129,20.0,3,3.0,250520-1724
x2iezn.2xlarge,eu-west-1,eu-west-1c,0.9146,15.0,3,3.0,250520-1724
i7ie.3xlarge,eu-west-1,eu-west-1b,0.7396,10.0,3,3.0,250520-1724
r5dn.xlarge,eu-west-1,eu-west-1b,0.1775,5.0,3,3.0,250520-1724
r6idn.2xlarge,eu-west-1,eu-west-1c,0.4232,1.0,3,2.5,250520-1724
c8g.medium,eu-west-1,eu-west-1b,0.0188,50.0,3,3.0,250520-1835
r7g.medium,eu-west-1,eu-west-1a,0.0269,45.0,3,2.5,250520-1835
r6i.2xlarge,eu-west-1,eu-west-1a,0.2503,40.0,3,1.0,250520-1835
c5n.large,eu-west-1,eu-west-1a,0.0565,35.0,3,3.0,250520-1835
c7i.xlarge,eu-west-1,eu-west-1b,0.0884,30.0,3,1.0,250520-1835
r6id.large,eu-west-1,eu-west-1c,0.075,25.0,3,2.0,250520-1835
c5n.2xlarge,eu-west-1,eu-west-1a,0.2263,20.0,3,3.0,250520-1835
i4i.2xlarge,eu-west-1,eu-west-1c,0.3286,15.0,3,2.5,250520-1835
c1.medium,eu-west-1,eu-west-1b,0.0656,10.0,3,1.0,250520-1835
m1.large,eu-west-1,eu-west-1a,0.0836,5.0,3,1.0,250520-1835
c7i-flex.xlarge,eu-west-1,eu-west-1a,0.0878,1.0,3,1.0,250520-1835
t2.xlarge,eu-west-1,eu-west-1a,0.0873,50.0,3,1.0,250520-1945
c3.xlarge,eu-west-1,eu-west-1a,0.1038,45.0,3,3.0,250520-1945
m7gd.large,eu-west-1,eu-west-1b,0.054,40.0,3,2.5,250520-1945
m3.xlarge,eu-west-1,eu-west-1b,0.1461,35.0,3,3.0,250520-1945
r5n.xlarge,eu-west-1,eu-west-1a,0.1692,30.0,3,3.0,250520-1945
r5a.xlarge,eu-west-1,eu-west-1c,0.1254,25.0,3,1.5,250520-1945
m5zn.large,eu-west-1,eu-west-1b,0.0822,20.0,3,2.5,250520-1945
inf2.xlarge,eu-west-1,eu-west-1a,0.404,15.0,3,2.0,250520-1945
g4ad.2xlarge,eu-west-1,eu-west-1b,0.28,10.0,3,3.0,250520-1945
m5zn.xlarge,eu-west-1,eu-west-1a,0.1921,5.0,3,3.0,250520-1945
i2.xlarge,eu-west-1,eu-west-1a,0.4274,1.0,3,1.0,250520-1945
c6a.xlarge,eu-west-1,eu-west-1a,0.0733,50.0,3,1.0,250520-2056
c6i.2xlarge,eu-west-1,eu-west-1b,0.1691,45.0,3,1.0,250520-2056
c4.xlarge,eu-west-1,eu-west-1a,0.1023,40.0,3,3.0,250520-2056
i7ie.xlarge,eu-west-1,eu-west-1a,0.2891,35.0,3,3.0,250520-2056
m5ad.large,eu-west-1,eu-west-1a,0.0563,30.0,3,3.0,250520-2056
is4gen.large,eu-west-1,eu-west-1b,0.143,25.0,3,2.5,250520-2056
c5n.xlarge,eu-west-1,eu-west-1b,0.1118,20.0,3,3.0,250520-2056
c7i-flex.large,eu-west-1,eu-west-1b,0.042,15.0,3,1.5,250520-2056
m5dn.xlarge,eu-west-1,eu-west-1b,0.213,10.0,3,3.0,250520-2056
z1d.large,eu-west-1,eu-west-1a,0.0915,5.0,3,1.0,250520-2056
m1.xlarge,eu-west-1,eu-west-1a,0.186,1.0,3,1.0,250520-2056
r5n.large,eu-west-1,eu-west-1c,0.079,50.0,3,3.0,250520-2206
c5ad.large,eu-west-1,eu-west-1a,0.0443,45.0,3,3.0,250520-2206
c5d.9xlarge,eu-west-1,eu-west-1a,0.8779,40.0,3,3.0,250520-2206
c7i-flex.2xlarge,eu-west-1,eu-west-1c,0.1547,35.0,3,3.0,250520-2206
m7gd.2xlarge,eu-west-1,eu-west-1c,0.2146,30.0,3,1.5,250520-2206
r5b.large,eu-west-1,eu-west-1a,0.0719,25.0,3,3.0,250520-2206
m7i-flex.large,eu-west-1,eu-west-1a,0.0447,20.0,3,2.5,250520-2206
c7gn.medium,eu-west-1,eu-west-1c,0.0328,15.0,3,2.5,250520-2206
i7ie.3xlarge,eu-west-1,eu-west-1b,0.7398,10.0,3,3.0,250520-2206
c5n.9xlarge,eu-west-1,eu-west-1b,1.0217,5.0,3,3.0,250520-2206
m1.xlarge,eu-west-1,eu-west-1b,0.1761,1.0,3,1.0,250520-2206
r6in.large,eu-west-1,eu-west-1b,0.0853,50.0,3,1.0,250520-2316
c7a.xlarge,eu-west-1,eu-west-1b,0.1056,45.0,3,1.0,250520-2316
c5d.9xlarge,eu-west-1,eu-west-1b,0.9051,40.0,3,3.0,250520-2316
t4g.2xlarge,eu-west-1,eu-west-1a,0.1356,35.0,3,1.0,250520-2316
r7a.large,eu-west-1,eu-west-1c,0.0749,30.0,3,2.0,250520-2316
c3.2xlarge,eu-west-1,eu-west-1a,0.2275,25.0,3,3.0,250520-2316
c3.2xlarge,eu-west-1,eu-west-1b,0.2229,20.0,3,3.0,250520-2316
i4i.large,eu-west-1,eu-west-1c,0.0846,15.0,3,3.0,250520-2316
c8g.2xlarge,eu-west-1,eu-west-1a,0.1504,10.0,3,2.0,250520-2316
r6gd.medium,eu-west-1,eu-west-1b,0.0298,5.0,3,2.5,250520-2316
r6id.2xlarge,eu-west-1,eu-west-1a,0.2985,1.0,3,1.0,250520-2316
i3.large,eu-west-1,eu-west-1c,0.0744,50.0,3,1.0,250521-0027
r5a.large,eu-west-1,eu-west-1c,0.0654,45.0,3,3.0,250521-0027
im4gn.large,eu-west-1,eu-west-1b,0.0896,40.0,3,3.0,250521-0027
d2.xlarge,eu-west-1,eu-west-1a,0.3285,35.0,3,1.0,250521-0027
m5zn.large,eu-west-1,eu-west-1c,0.085,30.0,3,2.5,250521-0027
c5ad.large,eu-west-1,eu-west-1b,0.0463,25.0,3,3.0,250521-0027
c7i.large,eu-west-1,eu-west-1b,0.0481,20.0,3,1.5,250521-0027
r5ad.large,eu-west-1,eu-west-1a,0.0732,15.0,3,3.0,250521-0027
r7a.xlarge,eu-west-1,eu-west-1c,0.1539,10.0,3,2.0,250521-0027
r6idn.large,eu-west-1,eu-west-1c,0.0959,5.0,3,3.0,250521-0027
m1.xlarge,eu-west-1,eu-west-1a,0.1864,1.0,3,1.0,250521-0027
m6a.large,eu-west-1,eu-west-1b,0.0437,50.0,3,3.0,250521-0137
c5n.2xlarge,eu-west-1,eu-west-1c,0.2309,45.0,3,3.0,250521-0137
c7i-flex.large,eu-west-1,eu-west-1a,0.0371,40.0,3,1.5,250521-0137
c7gn.large,eu-west-1,eu-west-1a,0.062,35.0,3,2.0,250521-0137
m6gd.large,eu-west-1,eu-west-1c,0.0492,30.0,3,3.0,250521-0137
m5n.large,eu-west-1,eu-west-1c,0.0623,25.0,3,3.0,250521-0137
c7a.2xlarge,eu-west-1,eu-west-1a,0.1976,20.0,3,1.0,250521-0137
r8g.large,eu-west-1,eu-west-1b,0.0562,15.0,3,2.5,250521-0137
r7a.large,eu-west-1,eu-west-1a,0.0762,10.0,3,2.0,250521-0137
m5zn.xlarge,eu-west-1,eu-west-1b,0.1684,5.0,3,3.0,250521-0137
m5n.2xlarge,eu-west-1,eu-west-1b,0.2629,1.0,3,3.0,250521-0137
r5.large,eu-west-1,eu-west-1b,0.0594,50.0,3,2.5,250521-0247
r8g.medium,eu-west-1,eu-west-1a,0.0297,45.0,3,3.0,250521-0247
im4gn.large,eu-west-1,eu-west-1b,0.0896,40.0,3,3.0,250521-0247
c6gn.large,eu-west-1,eu-west-1b,0.0484,35.0,3,2.5,250521-0247
m3.2xlarge,eu-west-1,eu-west-1c,0.2665,30.0,3,3.0,250521-0247
