pods,cpu,memory,nodepool_config,first_time,region
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 11:16:25+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 2}]",2025-08-20 18:15:36+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 11:17:38+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 10:15:32+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 14:17:08+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 07:16:29+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 23:15:45+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 02:16:14+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c5a.24xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 03:16:46+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 15:06:26+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 19:05:40+09:00,eu-west-1
100,1,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-19 22:05:25+09:00,eu-west-1
