host_job_create_tstamp,host_job_create_partitions_time,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_func_cpu_usage,worker_func_cpu_system_time,worker_func_cpu_user_time,worker_func_sent_net_io,worker_func_recv_net_io,worker_func_rss,worker_func_vms,worker_func_uss,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_peak_memory_end,worker_end_tstamp,worker_exec_time
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041611.4216728,1,1748040799.2721305,1748040792.1640372,True,"[84.0, 86.1, 87.7, 86.4, 88.8, 86.5, 89.1, 88.3]",43.02,6119.1,891122,414608456,107646976,456904704,34369536,103047168.0,1748040799.9801803,1748041608.813471,808.83329082,0.0,1496080384.0,1748041608.9530804,809.68094993
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041817.252227,46,1748040799.2914042,1748040792.1640372,True,"[70.3, 75.4, 78.8, 71.9, 80.4, 77.5, 79.1, 78.0]",45.14,6686.69,1045193,414699077,107646976,456904704,34422784,103047168.0,1748040800.0344326,1748041815.5840209,1015.5495882,0.0,1495126016.0,1748041815.6646538,1016.37324953
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041391.8049543,1,1748040799.300014,1748040792.1640372,True,"[87.8, 87.6, 88.1, 88.2, 88.0, 87.6, 88.3, 87.9]",41.84,4634.46,678392,414263521,107614208,456884224,34344960,103038976.0,1748040800.0770864,1748041390.3903654,590.31327891,0.0,1495162880.0,1748041390.5344477,591.23443365
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041922.7015278,94,1748040799.3033247,1748040792.1640372,True,"[73.9, 74.6, 73.7, 76.7, 78.3, 71.2, 81.5, 75.7]",47.0,7256.11,897085,414393781,107618304,456884224,34369536,103043072.0,1748040800.0659328,1748041921.1939418,1121.12800908,0.0,1495588864.0,1748041921.2683773,1121.9650526
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041719.9103515,1,1748040799.3062286,1748040792.1640372,True,"[85.8, 87.5, 84.0, 85.9, 86.9, 85.7, 86.7, 84.9]",45.02,6781.14,773997,414319103,107618304,456884224,34365440,102998016.0,1748040800.0464094,1748041717.8849683,917.83855891,0.0,1494970368.0,1748041718.0148377,918.7086091
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041640.422392,1,1748040799.312041,1748040792.1640372,True,"[89.8, 89.5, 87.3, 84.6, 89.6, 90.4, 88.4, 83.5]",44.04,6373.87,711417,414281947,107618304,456884224,34328576,102998016.0,1748040800.0582738,1748041639.067861,839.00958729,0.0,1494614016.0,1748041639.1964533,839.88441229
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041719.9152195,1,1748040799.3169754,1748040792.1640372,True,"[85.7, 87.5, 83.9, 85.8, 86.9, 85.6, 86.7, 84.9]",45.11,6785.58,800727,414336704,107622400,456884224,34328576,103002112.0,1748040800.1055717,1748041719.0656288,918.96005702,0.0,1494241280.0,1748041719.146128,919.82915258
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041874.2400334,72,1748040799.3233888,1748040792.1640372,True,"[77.3, 77.9, 75.3, 80.1, 81.8, 74.5, 82.4, 79.1]",46.54,7207.02,863820,414375159,107622400,456884224,34377728,103002112.0,1748040800.0384731,1748041872.37654,1072.33806682,0.0,1494220800.0,1748041872.4513676,1073.1279788
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041652.571591,1,1748040799.3287997,1748040792.1640372,True,"[89.2, 89.1, 87.5, 84.8, 89.1, 89.8, 88.6, 83.7]",44.33,6448.41,738313,414298822,107622400,456884224,34377728,103002112.0,1748040800.102036,1748041651.4915993,851.38956332,0.0,1493991424.0,1748041651.621599,852.29279923
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041833.953763,54,1748040799.3363233,1748040792.1640372,True,"[80.0, 80.9, 76.8, 81.8, 84.7, 77.3, 83.7, 79.7]",46.18,7126.68,832148,414354658,107622400,456884224,34357248,103002112.0,1748040800.0690818,1748041832.3893502,1032.32026839,0.0,1495109632.0,1748041832.466614,1033.13029075
